scenario,sensor,impact
CI3104X,CI3462X,90000.0
CI3104X,CI3464X,90000.0
CI3104X,CI3465X,90000.0
CI3104X,CI3498X,90000.0
CI3104X,CI3499X,90000.0
CI3104X,CI3509X,90000.0
CI3104X,CI3512X,90000.0
CI3104X,CI3526X,90000.0
CI3104X,CI3540X,90000.0
CI3104X,CI3557X,90000.0
CI3104X,CI3560X,90000.0
CI3104X,CI3569X,90000.0
CI3104X,CI3581X,90000.0
CI3104X,CI501X,90000.0
CI3104X,CI69X,90000.0
CI3104X,CI765X,28800.0
CI3104X,FT150X,90000.0
CI3104X,PJ3531X,90000.0
CI3104X,PJ564X,90000.0
CI3105X,1,28800.0
CI3105X,CI1004X,90000.0
CI3105X,CI100X,18000.0
CI3105X,CI1074X,90000.0
CI3105X,CI1226X,90000.0
CI3105X,CI1277X,90000.0
CI3105X,CI1305X,90000.0
CI3105X,CI1360X,90000.0
CI3105X,CI1385X,90000.0
CI3105X,CI1479X,28800.0
CI3105X,CI1508X,90000.0
CI3105X,CI150X,90000.0
CI3105X,CI15X,90000.0
CI3105X,CI1638X,28800.0
CI3105X,CI170X,90000.0
CI3105X,CI1786X,90000.0
CI3105X,CI193X,90000.0
CI3105X,CI1X,90000.0
CI3105X,CI2,90000.0
CI3105X,CI2056X,28800.0
CI3105X,CI206X,90000.0
CI3105X,CI2124X,14400.0
CI3105X,CI2150X,90000.0
CI3105X,CI226X,90000.0
CI3105X,CI2274X,28800.0
CI3105X,CI227X,90000.0
CI3105X,CI2313X,90000.0
CI3105X,CI248X,90000.0
CI3105X,CI266X,32400.0
CI3105X,CI2879X,90000.0
CI3105X,CI2920X,32400.0
CI3105X,CI2994X,90000.0
CI3105X,CI3067X,28800.0
CI3105X,CI3105X,0.0
CI3105X,CI3126X,90000.0
CI3105X,CI3171X,90000.0
CI3105X,CI3238X,90000.0
CI3105X,CI3330X,90000.0
CI3105X,CI333X,28800.0
CI3105X,CI3367X,90000.0
CI3105X,CI3386X,90000.0
CI3105X,CI3406X,90000.0
CI3105X,CI3449X,90000.0
CI3105X,CI3459X,90000.0
CI3105X,CI3462X,90000.0
CI3105X,CI3464X,90000.0
CI3105X,CI3465X,90000.0
CI3105X,CI3498X,90000.0
CI3105X,CI3499X,90000.0
CI3105X,CI3509X,90000.0
CI3105X,CI3512X,90000.0
CI3105X,CI3526X,90000.0
CI3105X,CI3540X,90000.0
CI3105X,CI3557X,90000.0
CI3105X,CI3560X,90000.0
CI3105X,CI3569X,90000.0
CI3105X,CI3581X,90000.0
CI3105X,CI501X,90000.0
CI3105X,CI69X,90000.0
CI3105X,CI765X,28800.0
CI3105X,FT150X,90000.0
CI3105X,PJ3531X,90000.0
CI3105X,PJ564X,90000.0
CI310X,1,3600.0
CI310X,CI1004X,90000.0
CI310X,CI100X,90000.0
CI310X,CI1074X,90000.0
CI310X,CI1226X,90000.0
CI310X,CI1277X,90000.0
CI310X,CI1305X,90000.0
CI310X,CI1360X,90000.0
CI310X,CI1385X,90000.0
CI310X,CI1479X,90000.0
CI310X,CI1508X,90000.0
CI310X,CI150X,90000.0
CI310X,CI15X,90000.0
CI310X,CI1638X,90000.0
CI310X,CI170X,90000.0
CI310X,CI1786X,90000.0
CI310X,CI193X,90000.0
CI310X,CI1X,90000.0
CI310X,CI2,90000.0
CI310X,CI2056X,90000.0
CI310X,CI206X,90000.0
CI310X,CI2124X,90000.0
CI310X,CI2150X,90000.0
CI310X,CI226X,90000.0
CI310X,CI2274X,90000.0
CI310X,CI227X,90000.0
CI310X,CI2313X,90000.0
CI310X,CI248X,90000.0
CI310X,CI266X,90000.0
CI310X,CI2879X,90000.0
CI310X,CI2920X,90000.0
CI310X,CI2994X,90000.0
CI310X,CI3067X,90000.0
CI310X,CI3105X,90000.0
CI310X,CI3126X,90000.0
CI310X,CI3171X,90000.0
CI310X,CI3238X,90000.0
CI310X,CI3330X,90000.0
CI310X,CI333X,90000.0
CI310X,CI3367X,90000.0
CI310X,CI3386X,90000.0
CI310X,CI3406X,90000.0
CI310X,CI3449X,90000.0
CI310X,CI3459X,90000.0
CI310X,CI3462X,90000.0
CI310X,CI3464X,90000.0
CI310X,CI3465X,90000.0
CI310X,CI3498X,90000.0
CI310X,CI3499X,90000.0
CI310X,CI3509X,90000.0
CI310X,CI3512X,90000.0
CI310X,CI3526X,90000.0
CI310X,CI3540X,90000.0
CI310X,CI3557X,90000.0
CI310X,CI3560X,90000.0
CI310X,CI3569X,90000.0
CI310X,CI3581X,90000.0
CI310X,CI501X,90000.0
CI310X,CI69X,90000.0
CI310X,CI765X,90000.0
CI310X,FT150X,90000.0
CI310X,PJ3531X,90000.0
CI310X,PJ564X,90000.0
CI3121X,1,90000.0
CI3121X,CI1004X,90000.0
CI3121X,CI100X,90000.0
CI3121X,CI1074X,90000.0
CI3121X,CI1226X,90000.0
CI3121X,CI1277X,90000.0
CI3121X,CI1305X,90000.0
CI3121X,CI1360X,90000.0
CI3121X,CI1385X,90000.0
CI3121X,CI1479X,90000.0
CI3121X,CI1508X,90000.0
CI3121X,CI150X,90000.0
CI3121X,CI15X,90000.0
CI3121X,CI1638X,90000.0
CI3121X,CI170X,90000.0
CI3121X,CI1786X,90000.0
CI3121X,CI193X,90000.0
CI3121X,CI1X,90000.0
CI3121X,CI2,90000.0
CI3121X,CI2056X,90000.0
CI3121X,CI206X,90000.0
CI3121X,CI2124X,90000.0
CI3121X,CI2150X,90000.0
CI3121X,CI226X,90000.0
CI3121X,CI2274X,90000.0
CI3121X,CI227X,90000.0
CI3121X,CI2313X,90000.0
CI3121X,CI248X,90000.0
CI3121X,CI266X,90000.0
CI3121X,CI2879X,90000.0
CI3121X,CI2920X,90000.0
CI3121X,CI2994X,90000.0
CI3121X,CI3067X,90000.0
CI3121X,CI3105X,90000.0
CI3121X,CI3126X,90000.0
CI3121X,CI3171X,90000.0
CI3121X,CI3238X,90000.0
CI3121X,CI3330X,90000.0
CI3121X,CI333X,90000.0
CI3121X,CI3367X,90000.0
CI3121X,CI3386X,90000.0
CI3121X,CI3406X,90000.0
CI3121X,CI3449X,90000.0
CI3121X,CI3459X,90000.0
CI3121X,CI3462X,90000.0
CI3121X,CI3464X,90000.0
CI3121X,CI3465X,90000.0
CI3121X,CI3498X,90000.0
CI3121X,CI3499X,90000.0
CI3121X,CI3509X,90000.0
CI3121X,CI3512X,90000.0
CI3121X,CI3526X,90000.0
CI3121X,CI3540X,3600.0
CI3121X,CI3557X,90000.0
CI3121X,CI3560X,90000.0
CI3121X,CI3569X,90000.0
CI3121X,CI3581X,7200.0
CI3121X,CI501X,90000.0
CI3121X,CI69X,90000.0
CI3121X,CI765X,90000.0
CI3121X,FT150X,90000.0
CI3121X,PJ3531X,90000.0
CI3121X,PJ564X,90000.0
CI3126X,1,90000.0
CI3126X,CI1004X,90000.0
CI3126X,CI100X,90000.0
CI3126X,CI1074X,90000.0
CI3126X,CI1226X,90000.0
CI3126X,CI1277X,90000.0
CI3126X,CI1305X,90000.0
CI3126X,CI1360X,90000.0
CI3126X,CI1385X,90000.0
CI3126X,CI1479X,90000.0
CI3126X,CI1508X,90000.0
CI3126X,CI150X,90000.0
CI3126X,CI15X,90000.0
CI3126X,CI1638X,90000.0
CI3126X,CI170X,90000.0
CI3126X,CI1786X,90000.0
CI3126X,CI193X,90000.0
CI3126X,CI1X,90000.0
CI3126X,CI2,90000.0
CI3126X,CI2056X,90000.0
CI3126X,CI206X,90000.0
CI3126X,CI2124X,90000.0
CI3126X,CI2150X,90000.0
CI3126X,CI226X,90000.0
CI3126X,CI2274X,90000.0
CI3126X,CI227X,90000.0
CI3126X,CI2313X,90000.0
CI3126X,CI248X,90000.0
CI3126X,CI266X,90000.0
CI3126X,CI2879X,90000.0
CI3126X,CI2920X,90000.0
CI3126X,CI2994X,90000.0
CI3126X,CI3067X,90000.0
CI3126X,CI3105X,90000.0
CI3126X,CI3126X,0.0
CI3126X,CI3171X,90000.0
CI3126X,CI3238X,90000.0
CI3126X,CI3330X,90000.0
CI3126X,CI333X,90000.0
CI3126X,CI3367X,90000.0
CI3126X,CI3386X,90000.0
CI3126X,CI3406X,90000.0
CI3126X,CI3449X,90000.0
CI3126X,CI3459X,90000.0
CI3126X,CI3462X,90000.0
CI3126X,CI3464X,90000.0
CI3126X,CI3465X,90000.0
CI3126X,CI3498X,90000.0
CI3126X,CI3499X,90000.0
CI3126X,CI3509X,90000.0
CI3126X,CI3512X,90000.0
CI3126X,CI3526X,90000.0
CI3126X,CI3540X,7200.0
CI3126X,CI3557X,39600.0
CI3126X,CI3560X,90000.0
CI3126X,CI3569X,90000.0
CI3126X,CI3581X,7200.0
CI3126X,CI501X,90000.0
CI3126X,CI69X,90000.0
CI3126X,CI765X,90000.0
CI3126X,FT150X,90000.0
CI3126X,PJ3531X,90000.0
CI3126X,PJ564X,90000.0
CI3137X,1,90000.0
CI3137X,CI1004X,90000.0
CI3137X,CI100X,90000.0
CI3137X,CI1074X,90000.0
CI3137X,CI1226X,90000.0
CI3137X,CI1277X,90000.0
CI3137X,CI1305X,90000.0
CI3137X,CI1360X,90000.0
CI3137X,CI1385X,90000.0
CI3137X,CI1479X,90000.0
CI3137X,CI1508X,90000.0
CI3137X,CI150X,90000.0
CI3137X,CI15X,90000.0
CI3137X,CI1638X,90000.0
CI3137X,CI170X,90000.0
CI3137X,CI1786X,90000.0
CI3137X,CI193X,90000.0
CI3137X,CI1X,90000.0
CI3137X,CI2,90000.0
CI3137X,CI2056X,90000.0
CI3137X,CI206X,90000.0
CI3137X,CI2124X,90000.0
CI3137X,CI2150X,90000.0
CI3137X,CI226X,90000.0
CI3137X,CI2274X,90000.0
CI3137X,CI227X,90000.0
CI3137X,CI2313X,90000.0
CI3137X,CI248X,90000.0
CI3137X,CI266X,90000.0
CI3137X,CI2879X,90000.0
CI3137X,CI2920X,90000.0
CI3137X,CI2994X,90000.0
CI3137X,CI3067X,90000.0
CI3137X,CI3105X,90000.0
CI3137X,CI3126X,90000.0
CI3137X,CI3171X,90000.0
CI3137X,CI3238X,90000.0
CI3137X,CI3330X,90000.0
CI3137X,CI333X,90000.0
CI3137X,CI3367X,90000.0
CI3137X,CI3386X,90000.0
CI3137X,CI3406X,90000.0
CI3137X,CI3449X,90000.0
CI3137X,CI3459X,90000.0
CI3137X,CI3462X,90000.0
CI3137X,CI3464X,90000.0
CI3137X,CI3465X,90000.0
CI3137X,CI3498X,90000.0
CI3137X,CI3499X,90000.0
CI3137X,CI3509X,90000.0
CI3137X,CI3512X,90000.0
CI3137X,CI3526X,90000.0
CI3137X,CI3540X,3600.0
CI3137X,CI3557X,90000.0
CI3137X,CI3560X,90000.0
CI3137X,CI3569X,90000.0
CI3137X,CI3581X,7200.0
CI3137X,CI501X,90000.0
CI3137X,CI69X,90000.0
CI3137X,CI765X,90000.0
CI3137X,FT150X,90000.0
CI3137X,PJ3531X,90000.0
CI3137X,PJ564X,90000.0
CI3138X,1,90000.0
CI3138X,CI1004X,90000.0
CI3138X,CI100X,90000.0
CI3138X,CI1074X,90000.0
CI3138X,CI1226X,90000.0
CI3138X,CI1277X,90000.0
CI3138X,CI1305X,90000.0
CI3138X,CI1360X,90000.0
CI3138X,CI1385X,90000.0
CI3138X,CI1479X,90000.0
CI3138X,CI1508X,90000.0
CI3138X,CI150X,90000.0
CI3138X,CI15X,90000.0
CI3138X,CI1638X,90000.0
CI3138X,CI170X,90000.0
CI3138X,CI1786X,90000.0
CI3138X,CI193X,90000.0
CI3138X,CI1X,90000.0
CI3138X,CI2,90000.0
CI3138X,CI2056X,90000.0
CI3138X,CI206X,90000.0
CI3138X,CI2124X,90000.0
CI3138X,CI2150X,90000.0
CI3138X,CI226X,90000.0
CI3138X,CI2274X,90000.0
CI3138X,CI227X,90000.0
CI3138X,CI2313X,90000.0
CI3138X,CI248X,90000.0
CI3138X,CI266X,90000.0
CI3138X,CI2879X,90000.0
CI3138X,CI2920X,90000.0
CI3138X,CI2994X,90000.0
CI3138X,CI3067X,90000.0
CI3138X,CI3105X,90000.0
CI3138X,CI3126X,90000.0
CI3138X,CI3171X,90000.0
CI3138X,CI3238X,90000.0
CI3138X,CI3330X,90000.0
CI3138X,CI333X,90000.0
CI3138X,CI3367X,90000.0
CI3138X,CI3386X,90000.0
CI3138X,CI3406X,90000.0
CI3138X,CI3449X,90000.0
CI3138X,CI3459X,90000.0
CI3138X,CI3462X,90000.0
CI3138X,CI3464X,90000.0
CI3138X,CI3465X,90000.0
CI3138X,CI3498X,90000.0
CI3138X,CI3499X,90000.0
CI3138X,CI3509X,90000.0
CI3138X,CI3512X,90000.0
CI3138X,CI3526X,90000.0
CI3138X,CI3540X,3600.0
CI3138X,CI3557X,90000.0
CI3138X,CI3560X,90000.0
CI3138X,CI3569X,90000.0
CI3138X,CI3581X,7200.0
CI3138X,CI501X,90000.0
CI3138X,CI69X,90000.0
CI3138X,CI765X,90000.0
CI3138X,FT150X,90000.0
CI3138X,PJ3531X,90000.0
CI3138X,PJ564X,90000.0
CI3151X,1,90000.0
CI3151X,CI1004X,90000.0
CI3151X,CI100X,90000.0
CI3151X,CI1074X,90000.0
CI3151X,CI1226X,90000.0
CI3151X,CI1277X,90000.0
CI3151X,CI1305X,90000.0
CI3151X,CI1360X,90000.0
CI3151X,CI1385X,90000.0
CI3151X,CI1479X,90000.0
CI3151X,CI1508X,90000.0
CI3151X,CI150X,90000.0
CI3151X,CI15X,90000.0
CI3151X,CI1638X,90000.0
CI3151X,CI170X,90000.0
CI3151X,CI1786X,90000.0
CI3151X,CI193X,90000.0
CI3151X,CI1X,90000.0
CI3151X,CI2,90000.0
CI3151X,CI2056X,90000.0
CI3151X,CI206X,90000.0
CI3151X,CI2124X,90000.0
CI3151X,CI2150X,90000.0
CI3151X,CI226X,90000.0
CI3151X,CI2274X,90000.0
CI3151X,CI227X,90000.0
CI3151X,CI2313X,90000.0
CI3151X,CI248X,90000.0
CI3151X,CI266X,90000.0
CI3151X,CI2879X,3600.0
CI3151X,CI2920X,90000.0
CI3151X,CI2994X,90000.0
CI3151X,CI3067X,90000.0
CI3151X,CI3105X,90000.0
CI3151X,CI3126X,90000.0
CI3151X,CI3171X,90000.0
CI3151X,CI3238X,90000.0
CI3151X,CI3330X,90000.0
CI3151X,CI333X,90000.0
CI3151X,CI3367X,90000.0
CI3151X,CI3386X,90000.0
CI3151X,CI3406X,90000.0
CI3151X,CI3449X,90000.0
CI3151X,CI3459X,90000.0
CI3151X,CI3462X,90000.0
CI3151X,CI3464X,90000.0
CI3151X,CI3465X,90000.0
CI3151X,CI3498X,90000.0
CI3151X,CI3499X,90000.0
CI3151X,CI3509X,90000.0
CI3151X,CI3512X,90000.0
CI3151X,CI3526X,90000.0
CI3151X,CI3540X,3600.0
CI3151X,CI3557X,90000.0
CI3151X,CI3560X,90000.0
CI3151X,CI3569X,90000.0
CI3151X,CI3581X,7200.0
CI3151X,CI501X,90000.0
CI3151X,CI69X,90000.0
CI3151X,CI765X,90000.0
CI3151X,FT150X,90000.0
CI3151X,PJ3531X,90000.0
CI3151X,PJ564X,90000.0
CI3161X,1,90000.0
CI3161X,CI1004X,90000.0
CI3161X,CI100X,90000.0
CI3161X,CI1074X,90000.0
CI3161X,CI1226X,90000.0
CI3161X,CI1277X,90000.0
CI3161X,CI1305X,90000.0
CI3161X,CI1360X,90000.0
CI3161X,CI1385X,90000.0
CI3161X,CI1479X,90000.0
CI3161X,CI1508X,90000.0
CI3161X,CI150X,90000.0
CI3161X,CI15X,90000.0
CI3161X,CI1638X,90000.0
CI3161X,CI170X,90000.0
CI3161X,CI1786X,90000.0
CI3161X,CI193X,90000.0
CI3161X,CI1X,90000.0
CI3161X,CI2,90000.0
CI3161X,CI2056X,90000.0
CI3161X,CI206X,90000.0
CI3161X,CI2124X,90000.0
CI3161X,CI2150X,90000.0
CI3161X,CI226X,90000.0
CI3161X,CI2274X,90000.0
CI3161X,CI227X,90000.0
CI3161X,CI2313X,90000.0
CI3161X,CI248X,90000.0
CI3161X,CI266X,90000.0
CI3161X,CI2879X,3600.0
CI3161X,CI2920X,90000.0
CI3161X,CI2994X,90000.0
CI3161X,CI3067X,90000.0
CI3161X,CI3105X,90000.0
CI3161X,CI3126X,90000.0
CI3161X,CI3171X,90000.0
CI3161X,CI3238X,90000.0
CI3161X,CI3330X,90000.0
CI3161X,CI333X,90000.0
CI3161X,CI3367X,90000.0
CI3161X,CI3386X,90000.0
CI3161X,CI3406X,90000.0
CI3161X,CI3449X,90000.0
CI3161X,CI3459X,90000.0
CI3161X,CI3462X,90000.0
CI3161X,CI3464X,90000.0
CI3161X,CI3465X,90000.0
CI3161X,CI3498X,90000.0
CI3161X,CI3499X,90000.0
CI3161X,CI3509X,90000.0
CI3161X,CI3512X,90000.0
CI3161X,CI3526X,90000.0
CI3161X,CI3540X,7200.0
CI3161X,CI3557X,90000.0
CI3161X,CI3560X,90000.0
CI3161X,CI3569X,90000.0
CI3161X,CI3581X,7200.0
CI3161X,CI501X,90000.0
CI3161X,CI69X,90000.0
CI3161X,CI765X,90000.0
CI3161X,FT150X,90000.0
CI3161X,PJ3531X,90000.0
CI3161X,PJ564X,90000.0
CI3171X,1,90000.0
CI3171X,CI1004X,90000.0
CI3171X,CI100X,90000.0
CI3171X,CI1074X,90000.0
CI3171X,CI1226X,90000.0
CI3171X,CI1277X,90000.0
CI3171X,CI1305X,90000.0
CI3171X,CI1360X,90000.0
CI3171X,CI1385X,90000.0
CI3171X,CI1479X,90000.0
CI3171X,CI1508X,90000.0
CI3171X,CI150X,90000.0
CI3171X,CI15X,90000.0
CI3171X,CI1638X,90000.0
CI3171X,CI170X,90000.0
CI3171X,CI1786X,90000.0
CI3171X,CI193X,90000.0
CI3171X,CI1X,90000.0
CI3171X,CI2,90000.0
CI3171X,CI2056X,90000.0
CI3171X,CI206X,90000.0
CI3171X,CI2124X,90000.0
CI3171X,CI2150X,90000.0
CI3171X,CI226X,90000.0
CI3171X,CI2274X,90000.0
CI3171X,CI227X,90000.0
CI3171X,CI2313X,90000.0
CI3171X,CI248X,90000.0
CI3171X,CI266X,90000.0
CI3171X,CI2879X,3600.0
CI3171X,CI2920X,90000.0
CI3171X,CI2994X,90000.0
CI3171X,CI3067X,90000.0
CI3171X,CI3105X,90000.0
CI3171X,CI3126X,90000.0
CI3171X,CI3171X,0.0
CI3171X,CI3238X,90000.0
CI3171X,CI3330X,90000.0
CI3171X,CI333X,90000.0
CI3171X,CI3367X,90000.0
CI3171X,CI3386X,90000.0
CI3171X,CI3406X,90000.0
CI3171X,CI3449X,90000.0
CI3171X,CI3459X,90000.0
CI3171X,CI3462X,90000.0
CI3171X,CI3464X,90000.0
CI3171X,CI3465X,90000.0
CI3171X,CI3498X,90000.0
CI3171X,CI3499X,90000.0
CI3171X,CI3509X,90000.0
CI3171X,CI3512X,90000.0
CI3171X,CI3526X,90000.0
CI3171X,CI3540X,7200.0
CI3171X,CI3557X,90000.0
CI3171X,CI3560X,90000.0
CI3171X,CI3569X,90000.0
CI3171X,CI3581X,7200.0
CI3171X,CI501X,90000.0
CI3171X,CI69X,90000.0
CI3171X,CI765X,90000.0
CI3171X,FT150X,90000.0
CI3171X,PJ3531X,90000.0
CI3171X,PJ564X,90000.0
CI3173X,1,90000.0
CI3173X,CI1004X,90000.0
CI3173X,CI100X,90000.0
CI3173X,CI1074X,90000.0
CI3173X,CI1226X,90000.0
CI3173X,CI1277X,90000.0
CI3173X,CI1305X,90000.0
CI3173X,CI1360X,90000.0
CI3173X,CI1385X,90000.0
CI3173X,CI1479X,90000.0
CI3173X,CI1508X,90000.0
CI3173X,CI150X,90000.0
CI3173X,CI15X,90000.0
CI3173X,CI1638X,90000.0
CI3173X,CI170X,90000.0
CI3173X,CI1786X,90000.0
CI3173X,CI193X,90000.0
CI3173X,CI1X,90000.0
CI3173X,CI2,90000.0
CI3173X,CI2056X,90000.0
CI3173X,CI206X,90000.0
CI3173X,CI2124X,90000.0
CI3173X,CI2150X,90000.0
CI3173X,CI226X,90000.0
CI3173X,CI2274X,90000.0
CI3173X,CI227X,90000.0
CI3173X,CI2313X,90000.0
CI3173X,CI248X,90000.0
CI3173X,CI266X,90000.0
CI3173X,CI2879X,90000.0
CI3173X,CI2920X,90000.0
CI3173X,CI2994X,90000.0
CI3173X,CI3067X,90000.0
CI3173X,CI3105X,90000.0
CI3173X,CI3126X,90000.0
CI3173X,CI3171X,3600.0
CI3173X,CI3238X,90000.0
CI3173X,CI3330X,3600.0
CI3173X,CI333X,90000.0
CI3173X,CI3367X,90000.0
CI3173X,CI3386X,90000.0
CI3173X,CI3406X,90000.0
CI3173X,CI3449X,90000.0
CI3173X,CI3459X,90000.0
CI3173X,CI3462X,90000.0
CI3173X,CI3464X,90000.0
CI3173X,CI3465X,90000.0
CI3173X,CI3498X,90000.0
CI3173X,CI3499X,90000.0
CI3173X,CI3509X,90000.0
CI3173X,CI3512X,90000.0
CI3173X,CI3526X,90000.0
CI3173X,CI3540X,3600.0
CI3173X,CI3557X,3600.0
CI3173X,CI3560X,90000.0
CI3173X,CI3569X,7200.0
CI3173X,CI3581X,7200.0
CI3173X,CI501X,90000.0
CI3173X,CI69X,90000.0
CI3173X,CI765X,90000.0
CI3173X,FT150X,90000.0
CI3173X,PJ3531X,90000.0
CI3173X,PJ564X,90000.0
CI3180X,1,90000.0
CI3180X,CI1004X,90000.0
CI3180X,CI100X,90000.0
CI3180X,CI1074X,90000.0
CI3180X,CI1226X,90000.0
CI3180X,CI1277X,90000.0
CI3180X,CI1305X,90000.0
CI3180X,CI1360X,90000.0
CI3180X,CI1385X,90000.0
CI3180X,CI1479X,90000.0
CI3180X,CI1508X,90000.0
CI3180X,CI150X,90000.0
CI3180X,CI15X,90000.0
CI3180X,CI1638X,90000.0
CI3180X,CI170X,90000.0
CI3180X,CI1786X,90000.0
CI3180X,CI193X,90000.0
CI3180X,CI1X,90000.0
CI3180X,CI2,90000.0
CI3180X,CI2056X,90000.0
CI3180X,CI206X,90000.0
CI3180X,CI2124X,90000.0
CI3180X,CI2150X,90000.0
CI3180X,CI226X,90000.0
CI3180X,CI2274X,90000.0
CI3180X,CI227X,90000.0
CI3180X,CI2313X,90000.0
CI3180X,CI248X,90000.0
CI3180X,CI266X,90000.0
CI3180X,CI2879X,90000.0
CI3180X,CI2920X,90000.0
CI3180X,CI2994X,90000.0
CI3180X,CI3067X,90000.0
CI3180X,CI3105X,90000.0
CI3180X,CI3126X,90000.0
CI3180X,CI3171X,3600.0
CI3180X,CI3238X,90000.0
CI3180X,CI3330X,3600.0
CI3180X,CI333X,90000.0
CI3180X,CI3367X,90000.0
CI3180X,CI3386X,90000.0
CI3180X,CI3406X,90000.0
CI3180X,CI3449X,90000.0
CI3180X,CI3459X,90000.0
CI3180X,CI3462X,90000.0
CI3180X,CI3464X,90000.0
CI3180X,CI3465X,90000.0
CI3180X,CI3498X,90000.0
CI3180X,CI3499X,90000.0
CI3180X,CI3509X,90000.0
CI3180X,CI3512X,90000.0
CI3180X,CI3526X,90000.0
CI3180X,CI3540X,3600.0
CI3180X,CI3557X,3600.0
CI3180X,CI3560X,90000.0
CI3180X,CI3569X,7200.0
CI3180X,CI3581X,7200.0
CI3180X,CI501X,90000.0
CI3180X,CI69X,90000.0
CI3180X,CI765X,90000.0
CI3180X,FT150X,90000.0
CI3180X,PJ3531X,90000.0
CI3180X,PJ564X,90000.0
CI3188X,1,90000.0
CI3188X,CI1004X,90000.0
CI3188X,CI100X,90000.0
CI3188X,CI1074X,90000.0
CI3188X,CI1226X,90000.0
CI3188X,CI1277X,90000.0
CI3188X,CI1305X,90000.0
CI3188X,CI1360X,90000.0
CI3188X,CI1385X,90000.0
CI3188X,CI1479X,10800.0
CI3188X,CI1508X,90000.0
CI3188X,CI150X,90000.0
CI3188X,CI15X,90000.0
CI3188X,CI1638X,90000.0
CI3188X,CI170X,90000.0
CI3188X,CI1786X,90000.0
CI3188X,CI193X,90000.0
CI3188X,CI1X,90000.0
CI3188X,CI2,90000.0
CI3188X,CI2056X,90000.0
CI3188X,CI206X,90000.0
CI3188X,CI2124X,90000.0
CI3188X,CI2150X,90000.0
CI3188X,CI226X,90000.0
CI3188X,CI2274X,7200.0
CI3188X,CI227X,90000.0
CI3188X,CI2313X,90000.0
CI3188X,CI248X,90000.0
CI3188X,CI266X,90000.0
CI3188X,CI2879X,90000.0
CI3188X,CI2920X,3600.0
CI3188X,CI2994X,90000.0
CI3188X,CI3067X,90000.0
CI3188X,CI3105X,90000.0
CI3188X,CI3126X,90000.0
CI3188X,CI3171X,3600.0
CI3188X,CI3238X,90000.0
CI3188X,CI3330X,3600.0
CI3188X,CI333X,90000.0
CI3188X,CI3367X,90000.0
CI3188X,CI3386X,90000.0
CI3188X,CI3406X,90000.0
CI3188X,CI3449X,90000.0
CI3188X,CI3459X,90000.0
CI3188X,CI3462X,90000.0
CI3188X,CI3464X,90000.0
CI3188X,CI3465X,90000.0
CI3188X,CI3498X,90000.0
CI3188X,CI3499X,90000.0
CI3188X,CI3509X,90000.0
CI3188X,CI3512X,90000.0
CI3188X,CI3526X,90000.0
CI3188X,CI3540X,7200.0
CI3188X,CI3557X,3600.0
CI3188X,CI3560X,90000.0
CI3188X,CI3569X,7200.0
CI3188X,CI3581X,7200.0
CI3188X,CI501X,90000.0
CI3188X,CI69X,90000.0
CI3188X,CI765X,90000.0
CI3188X,FT150X,90000.0
CI3188X,PJ3531X,90000.0
CI3188X,PJ564X,90000.0
CI3221X,1,10800.0
CI3221X,CI1004X,90000.0
CI3221X,CI100X,90000.0
CI3221X,CI1074X,90000.0
CI3221X,CI1226X,90000.0
CI3221X,CI1277X,90000.0
CI3221X,CI1305X,90000.0
CI3221X,CI1360X,90000.0
CI3221X,CI1385X,90000.0
CI3221X,CI1479X,7200.0
CI3221X,CI1508X,90000.0
CI3221X,CI150X,90000.0
CI3221X,CI15X,90000.0
CI3221X,CI1638X,3600.0
CI3221X,CI170X,90000.0
CI3221X,CI1786X,90000.0
CI3221X,CI193X,90000.0
CI3221X,CI1X,90000.0
CI3221X,CI2,28800.0
CI3221X,CI2056X,90000.0
CI3221X,CI206X,90000.0
CI3221X,CI2124X,90000.0
CI3221X,CI2150X,90000.0
CI3221X,CI226X,90000.0
CI3221X,CI2274X,7200.0
CI3221X,CI227X,90000.0
CI3221X,CI2313X,7200.0
CI3221X,CI248X,90000.0
CI3221X,CI266X,10800.0
CI3221X,CI2879X,90000.0
CI3221X,CI2920X,3600.0
CI3221X,CI2994X,3600.0
CI3221X,CI3067X,90000.0
CI3221X,CI3105X,90000.0
CI3221X,CI3126X,90000.0
CI3221X,CI3171X,90000.0
CI3221X,CI3238X,90000.0
CI3221X,CI3330X,90000.0
CI3221X,CI333X,10800.0
CI3221X,CI3367X,90000.0
CI3221X,CI3386X,90000.0
CI3221X,CI3406X,90000.0
CI3221X,CI3449X,90000.0
CI3221X,CI3459X,90000.0
CI3221X,CI3462X,90000.0
CI3221X,CI3464X,90000.0
CI3221X,CI3465X,90000.0
CI3221X,CI3498X,90000.0
CI3221X,CI3499X,90000.0
CI3221X,CI3509X,90000.0
CI3221X,CI3512X,90000.0
CI3221X,CI3526X,90000.0
CI3221X,CI3540X,18000.0
CI3221X,CI3557X,90000.0
CI3221X,CI3560X,90000.0
CI3221X,CI3569X,90000.0
CI3221X,CI3581X,18000.0
CI3221X,CI501X,90000.0
CI3221X,CI69X,90000.0
CI3221X,CI765X,7200.0
CI3221X,FT150X,90000.0
CI3221X,PJ3531X,90000.0
CI3221X,PJ564X,90000.0
CI3228X,1,10800.0
CI3228X,CI1004X,90000.0
CI3228X,CI100X,90000.0
CI3228X,CI1074X,90000.0
CI3228X,CI1226X,90000.0
